"restaurant_alias","restaurant_categories_0_alias","restaurant_categories_0_title","restaurant_categories_1_alias","restaurant_categories_1_title","restaurant_categories_2_alias","restaurant_categories_2_title","restaurant_coordinates_latitude","restaurant_coordinates_longitude","restaurant_display_phone","restaurant_distance","restaurant_id","restaurant_image_url","restaurant_is_closed","restaurant_location_address1","restaurant_location_address2","restaurant_location_address3","restaurant_location_city","restaurant_location_country","restaurant_location_display_address_0","restaurant_location_display_address_1","restaurant_location_display_address_2","restaurant_location_display_address_3","restaurant_location_state","restaurant_location_zip_code","restaurant_name","restaurant_phone","restaurant_price","restaurant_rating","restaurant_review_count","restaurant_transactions_0","restaurant_transactions_1","restaurant_transactions_2","restaurant_url"
"dinner-on-ludlow-new-york","newamerican","American (New)","lounges","Lounges","","","40.718658389","-73.9892859285","(212) 228-0909","4709.36850682","4j_4tNy7pzYsEkvGTyRCzA","https://s3-media4.fl.yelpcdn.com/bphoto/giIz3H4-26AQbig0lYbe6Q/o.jpg","False","95 Delancey St","","","New York","US","95 Delancey St","New York, NY 10002","","","NY","10002","Dinner on Ludlow","+12122280909","$$","3.0","136","","","","https://www.yelp.com/biz/dinner-on-ludlow-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-taco-shop-new-york","mexican","Mexican","","","","","40.7319488525","-74.0015411377","(212) 675-1955","3693.94695299","_PWUuHHqyfJBrTROPR72Fw","https://s3-media2.fl.yelpcdn.com/bphoto/OEaVAnkyEjEKAztn51yKyQ/o.jpg","False","166 W 4th St","","","New York","US","166 W 4th St","New York, NY 10014","","","NY","10014","The Taco Shop","+12126751955","$","4.0","293","restaurant_reservation","pickup","delivery","https://www.yelp.com/biz/the-taco-shop-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"scalinatella-restaurant-new-york","italian","Italian","","","","","40.7627823204","-73.9654829353","(212) 207-8280","1139.65987747","TZto7AjdA337XIw66AOpUw","https://s3-media2.fl.yelpcdn.com/bphoto/tfBuLV6L20rVa50sFDiHWg/o.jpg","False","201 E 61st St","","","New York","US","201 E 61st St","New York, NY 10065","","","NY","10065","Scalinatella Restaurant","+12122078280","$$$$","4.0","238","","","","https://www.yelp.com/biz/scalinatella-restaurant-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bowery-electric-new-york","lounges","Lounges","musicvenues","Music Venues","danceclubs","Dance Clubs","40.72576","-73.99179","(212) 228-0228","3992.9803169","4VvcmPvRZF5Oj6OdWJowvg","https://s3-media2.fl.yelpcdn.com/bphoto/g4m9q3PkaqJZJUMOY_-htw/o.jpg","False","327 Bowery St","","","New York","US","327 Bowery St","New York, NY 10003","","","NY","10003","Bowery Electric","+12122280228","$$","3.0","242","","","","https://www.yelp.com/biz/bowery-electric-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"merakia-new-york-2","greek","Greek","steak","Steakhouses","mediterranean","Mediterranean","40.74073","-73.99104","(212) 380-1950","2413.64175473","kgJwblaytYITxd9KhtqzKA","https://s3-media2.fl.yelpcdn.com/bphoto/XBJ650GJjPI4bNedPvaP1A/o.jpg","False","5 W 21st St","None","","New York","US","5 W 21st St","New York, NY 10010","","","NY","10010","Merakia","+12123801950","$$$","4.0","92","pickup","delivery","","https://www.yelp.com/biz/merakia-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"cove-lounge-new-york","lounges","Lounges","cocktailbars","Cocktail Bars","","","40.80877","-73.94509","(212) 222-5708","6086.57785853","hnqo9r10LQLzDynaqmFnhw","https://s3-media1.fl.yelpcdn.com/bphoto/qmwHKRhYkVFBCe8yWU3qwA/o.jpg","False","325 Lenox Ave","","","New York","US","325 Lenox Ave","New York, NY 10027","","","NY","10027","Cove Lounge","+12122225708","$$","3.5","236","","","","https://www.yelp.com/biz/cove-lounge-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"40-40-club-new-york","sportsbars","Sports Bars","lounges","Lounges","","","40.742990132","-73.9893204321","(212) 832-4040","2121.10895361","B-mnfJNSVNx1t_eQpnF1bA","https://s3-media2.fl.yelpcdn.com/bphoto/n0p-b68NmJi911R7tnQk-g/o.jpg","False","6 W 25th St","","","New York","US","6 W 25th St","New York, NY 10010","","","NY","10010","40/40 Club","+12128324040","$$$","3.0","505","","","","https://www.yelp.com/biz/40-40-club-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"vics-new-york","newamerican","American (New)","italian","Italian","breakfast_brunch","Breakfast & Brunch","40.72693","-73.99319","(212) 253-5700","3906.44797088","xbrQ2dHuQoFJmNxAuOky4A","https://s3-media1.fl.yelpcdn.com/bphoto/I2LE3eVWV-uungkkktsxlQ/o.jpg","False","31 Great Jones St","","","New York","US","31 Great Jones St","New York, NY 10012","","","NY","10012","Vic's","+12122535700","$$","4.0","361","","","","https://www.yelp.com/biz/vics-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"epistrophy-new-york","wine_bars","Wine Bars","italian","Italian","breakfast_brunch","Breakfast & Brunch","40.72122","-73.99552","(212) 966-0904","4566.21818326","ZqIFN8MctXVR1Y30Bsohtg","https://s3-media3.fl.yelpcdn.com/bphoto/avj9qWsxykoNZ8HNBzReIw/o.jpg","False","200 Mott St","None","","New York","US","200 Mott St","New York, NY 10012","","","NY","10012","Epistrophy","+12129660904","$$","3.5","400","pickup","delivery","","https://www.yelp.com/biz/epistrophy-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"tessa-new-york","mediterranean","Mediterranean","french","French","italian","Italian","40.7814059","-73.97918","(212) 390-1974","2357.02283212","8nXo6lNJlXQQIdy8Kf7J9Q","https://s3-media4.fl.yelpcdn.com/bphoto/uBUoSTzCa9TWHOm9pqkuZQ/o.jpg","False","349 Amsterdam Ave","","","New York","US","349 Amsterdam Ave","New York, NY 10024","","","NY","10024","Tessa","+12123901974","$$$","4.0","307","","","","https://www.yelp.com/biz/tessa-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"kori-tribeca-new-york","korean","Korean","desserts","Desserts","tapasmallplates","Tapas/Small Plates","40.7179238928","-74.005540119","(212) 334-0908","5225.30102563","8Si3qLOfN70ixYPhoDYr3w","https://s3-media3.fl.yelpcdn.com/bphoto/JdqG2kv-jKv_F5b4GMDtEg/o.jpg","False","253 Church St","","","New York","US","253 Church St","New York, NY 10013","","","NY","10013","Kori Tribeca","+12123340908","$$","4.0","451","pickup","delivery","","https://www.yelp.com/biz/kori-tribeca-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"caliente-cab-new-york-2","mexican","Mexican","bars","Bars","tex-mex","Tex-Mex","40.7318059","-74.0035903","(212) 243-8517","3800.83124501","POGfmcCkuLpkP_Vz98DuwQ","https://s3-media2.fl.yelpcdn.com/bphoto/GuBa6aEfTvf_jaLpEI_P0w/o.jpg","False","61 7th Ave S","None","","New York","US","61 7th Ave S","New York, NY 10014","","","NY","10014","Caliente Cab","+12122438517","$$","2.5","706","","","","https://www.yelp.com/biz/caliente-cab-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sparks-steak-house-new-york","steak","Steakhouses","","","","","40.75303","-73.972329","(212) 687-4855","953.142413143","IY9NuJdUQHkTjBqZYfFNSQ","https://s3-media4.fl.yelpcdn.com/bphoto/y85hIesUK7VkWJUc2AMGPw/o.jpg","False","210 E 46th St","","","New York","US","210 E 46th St","New York, NY 10017","","","NY","10017","Sparks Steak House","+12126874855","$$$$","3.5","838","","","","https://www.yelp.com/biz/sparks-steak-house-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"ottos-tacos-new-york-2","mexican","Mexican","","","","","40.73454","-74.00206","(646) 657-0646","3481.32368229","Sk-mHDPvuvlCjT1BGKoH4w","https://s3-media4.fl.yelpcdn.com/bphoto/1-MEEnPk0M2F1MrSJPSi3g/o.jpg","False","131 7th Ave S","","","New York","US","131 7th Ave S","New York, NY 10014","","","NY","10014","Otto's Tacos","+16466570646","$","4.0","237","","","","https://www.yelp.com/biz/ottos-tacos-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"chimu-bistro-brooklyn","steak","Steakhouses","peruvian","Peruvian","seafood","Seafood","40.714903","-73.95144","(718) 383-0045","5530.27984019","2E2f5H4SltGyD8ciTu8AKg","https://s3-media4.fl.yelpcdn.com/bphoto/X6IsFDmf1b5rgwkjHldEzw/o.jpg","False","482 Union Ave","None","","Brooklyn","US","482 Union Ave","Brooklyn, NY 11211","","","NY","11211","Chimu Bistro","+17183830045","$$","4.0","752","pickup","","","https://www.yelp.com/biz/chimu-bistro-brooklyn?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"anejo-tribeca-new-york-3","mexican","Mexican","tapasmallplates","Tapas/Small Plates","tapas","Tapas Bars","40.7193829","-74.004417","(212) 920-6270","5038.05356765","SXWnyFNLCehVlJPRxk7gAg","https://s3-media3.fl.yelpcdn.com/bphoto/uO1bc0R2k4dttzp8vTrOyA/o.jpg","False","301 Church St","","","New York","US","301 Church St","New York, NY 10013","","","NY","10013","Anejo Tribeca","+12129206270","$$","3.5","263","pickup","delivery","","https://www.yelp.com/biz/anejo-tribeca-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"la-pecora-bianca-new-york","italian","Italian","","","","","40.74358","-73.9892","(212) 498-9696","2043.31761713","HiNUBUR1hFwScd_OvVLQAg","https://s3-media1.fl.yelpcdn.com/bphoto/7tjX0QccBjmnQa9rAgEv1g/o.jpg","False","1133 Broadway","","","New York","US","1133 Broadway","New York, NY 10010","","","NY","10010","La Pecora Bianca","+12124989696","$$","4.0","417","","","","https://www.yelp.com/biz/la-pecora-bianca-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"osteria-57-new-york","italian","Italian","seafood","Seafood","vegetarian","Vegetarian","40.73467","-73.99786","(212) 777-0057","3274.43884516","T-RXDLq_VEv7s1_SooYIYQ","https://s3-media3.fl.yelpcdn.com/bphoto/xQTNhvyJxBk_X2YDdYn38A/o.jpg","False","57 W 10th St","None","","New York","US","57 W 10th St","New York, NY 10011","","","NY","10011","Osteria 57","+12127770057","$$$","4.5","54","pickup","delivery","","https://www.yelp.com/biz/osteria-57-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"francescos-pizzeria-new-york-3","pizza","Pizza","italian","Italian","","","40.77523","-73.98075","(212) 721-0066","1676.1141419","3vuc7Gz95kY83gzxq1wnxA","https://s3-media3.fl.yelpcdn.com/bphoto/hQDASTGZsaBTOclQ9Vw85Q/o.jpg","False","186 Columbus Ave","","","New York","US","186 Columbus Ave","New York, NY 10023","","","NY","10023","Francesco's Pizzeria","+12127210066","$","3.5","191","pickup","delivery","","https://www.yelp.com/biz/francescos-pizzeria-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"q-e-d-a-place-to-show-and-tell-astoria","comedyclubs","Comedy Clubs","theater","Performing Arts","","","40.77551","-73.91493","(347) 451-3873","5621.75789107","dGc-kzbCq6aQ8ycdiFdH1Q","https://s3-media4.fl.yelpcdn.com/bphoto/x9XHrbuB5mxFuZiclGtEIQ/o.jpg","False","27-16 23rd Ave","","","Astoria","US","27-16 23rd Ave","Astoria, NY 11105","","","NY","11105","Q E D - A Place to Show & Tell","+13474513873","$","4.5","58","","","","https://www.yelp.com/biz/q-e-d-a-place-to-show-and-tell-astoria?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"momofuku-nishi-new-york","italian","Italian","newamerican","American (New)","","","40.7443479","-73.9988054","(646) 518-1919","2457.28812873","os09iVkYkzIg9G1xEIepiA","https://s3-media4.fl.yelpcdn.com/bphoto/RCy77CAcGy1shIqwvNUwhQ/o.jpg","False","232 8th Ave","","","New York","US","232 8th Ave","New York, NY 10011","","","NY","10011","Momofuku Nishi","+16465181919","$$","4.0","486","","","","https://www.yelp.com/biz/momofuku-nishi-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"novita-restaurant-new-york","italian","Italian","","","","","40.73918","-73.98629","(212) 677-2222","2438.68448263","-8_vEcBA2Lqd8786S-Ss-g","https://s3-media1.fl.yelpcdn.com/bphoto/qU9WiInMvpGX3KAN8-ordw/o.jpg","False","102 E 22nd St","","","New York","US","102 E 22nd St","New York, NY 10010","","","NY","10010","Novita Restaurant","+12126772222","$$$","4.0","276","pickup","delivery","","https://www.yelp.com/biz/novita-restaurant-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"d-amore-winebar-and-ristorante-new-york","wine_bars","Wine Bars","italian","Italian","","","40.7986510381","-73.9424410835","(646) 678-3681","5242.58116326","RUfsaabXoeH_FDKS8ocWjA","https://s3-media3.fl.yelpcdn.com/bphoto/-7p0WKBPVGWW67rwiJEitQ/o.jpg","False","118 E 116th St","","","New York","US","118 E 116th St","New York, NY 10029","","","NY","10029","D'Amore Winebar & Ristorante","+16466783681","$$","4.5","200","pickup","delivery","","https://www.yelp.com/biz/d-amore-winebar-and-ristorante-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"extra-virgin-new-york","seafood","Seafood","greek","Greek","italian","Italian","40.7353962497","-74.0031888223","(212) 691-9359","3455.62844942","KpBfFpjzsGvvqAzCasVW0g","https://s3-media3.fl.yelpcdn.com/bphoto/fAUuesxf_11LPPn3MAQy4Q/o.jpg","False","259 W 4th St","","","New York","US","259 W 4th St","New York, NY 10014","","","NY","10014","Extra Virgin","+12126919359","$$","4.0","1177","pickup","delivery","","https://www.yelp.com/biz/extra-virgin-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"buenos-aires-new-york","argentine","Argentine","steak","Steakhouses","","","40.725315094","-73.983039856","(212) 228-2775","3903.23278708","ZgIfySJ3cnB1svoyJAiCzg","https://s3-media2.fl.yelpcdn.com/bphoto/IteP50y9ROawdkzRH8EQ4w/o.jpg","False","513 E 6th St","None","","New York","US","513 E 6th St","New York, NY 10009","","","NY","10009","Buenos Aires","+12122282775","$$$","4.0","459","restaurant_reservation","pickup","delivery","https://www.yelp.com/biz/buenos-aires-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"el-parador-cafe-new-york","mexican","Mexican","desserts","Desserts","","","40.7444599","-73.97472","(212) 679-6812","1778.02493483","BdHWUmVFuo1R8Lctv4K1Ow","https://s3-media1.fl.yelpcdn.com/bphoto/N_FIh5qakcz1XfzlmjAlcg/o.jpg","False","325 E 34th St","","","New York","US","325 E 34th St","New York, NY 10016","","","NY","10016","El Parador Cafe","+12126796812","$$","4.0","392","","","","https://www.yelp.com/biz/el-parador-cafe-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-playroom-theater-new-york-2","musicvenues","Music Venues","theater","Performing Arts","","","40.75831","-73.98416","(212) 967-8278","516.335287898","7XqK7GVQPtV_U7jfavITtw","https://s3-media4.fl.yelpcdn.com/bphoto/vyfaex4Ee1VFGPPIIfABxQ/o.jpg","False","151 W 46th St","Fl 8","","New York","US","151 W 46th St","Fl 8","New York, NY 10036","","NY","10036","The Playroom Theater","+12129678278","$","4.5","17","","","","https://www.yelp.com/biz/the-playroom-theater-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"david-burke-kitchen-new-york","newamerican","American (New)","steak","Steakhouses","","","40.72279","-74.00491","(212) 201-9119","4712.18914806","Kbk_759zwP0Rk3SAXdrWHg","https://s3-media3.fl.yelpcdn.com/bphoto/hiCUjuFCLkkEypHPmvjv_w/o.jpg","False","23 Grand St","","","New York","US","23 Grand St","New York, NY 10013","","","NY","10013","David Burke Kitchen","+12122019119","$$$","3.5","1118","","","","https://www.yelp.com/biz/david-burke-kitchen-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"habibi-halal-food-new-york","halal","Halal","foodstands","Food Stands","","","40.7401285","-73.9855201","","2310.45532851","Tx3pJnxQo00twdxjvjc8Ow","https://s3-media2.fl.yelpcdn.com/bphoto/-SdDXDiDCwV4EtqVFojJ7Q/o.jpg","False","115 E 23rd St","","","New York","US","115 E 23rd St","New York, NY 10011","","","NY","10011","Habibi Halal Food","","$","4.5","38","","","","https://www.yelp.com/biz/habibi-halal-food-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-half-pint-new-york","tradamerican","American (Traditional)","lounges","Lounges","venues","Venues & Event Spaces","40.72946","-73.99851","(212) 260-1088","3808.38498821","5ghrfSMoy3HKtPxwyV_F0g","https://s3-media2.fl.yelpcdn.com/bphoto/MHtHvNbQ8o6V_Fc0Wz30lw/o.jpg","False","76 W 3rd St","","","New York","US","76 W 3rd St","New York, NY 10012","","","NY","10012","The Half Pint","+12122601088","$$","3.5","412","pickup","delivery","","https://www.yelp.com/biz/the-half-pint-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"congee-village-new-york","cantonese","Cantonese","","","","","40.7187","-73.99031","(212) 941-1818","4726.96248671","rYw5rQbWRX9buZHZbxqWdA","https://s3-media4.fl.yelpcdn.com/bphoto/AYm-mC-cKqyTsAt4tzklqQ/o.jpg","False","100 Allen St","","","New York","US","100 Allen St","New York, NY 10002","","","NY","10002","Congee Village","+12129411818","$$","3.5","1425","","","","https://www.yelp.com/biz/congee-village-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"niu-noodle-house-new-york-9","chinese","Chinese","asianfusion","Asian Fusion","noodles","Noodles","40.734352","-74.000082","(212) 488-9888","3402.30261595","C7CFAdrczXxNhnN-MNJqmw","https://s3-media2.fl.yelpcdn.com/bphoto/n7Z3KaqNRxugXQkC1fRtPQ/o.jpg","False","15 Greenwich Ave","None","","New York","US","15 Greenwich Ave","New York, NY 10014","","","NY","10014","Niu Noodle House","+12124889888","$$","4.0","615","restaurant_reservation","pickup","delivery","https://www.yelp.com/biz/niu-noodle-house-new-york-9?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"mexican-festival-restaurant-new-york-4","mexican","Mexican","cocktailbars","Cocktail Bars","","","40.798280474","-73.9689128101","(646) 912-9334","4308.98832303","HwDu45zV90Wmprn6sPttCQ","https://s3-media4.fl.yelpcdn.com/bphoto/l9M7Ggx31vx2Mbb2KymjUQ/o.jpg","False","2672 Broadway","","","New York","US","2672 Broadway","New York, NY 10025","","","NY","10025","Mexican Festival","+16469129334","$$","3.5","217","pickup","delivery","","https://www.yelp.com/biz/mexican-festival-restaurant-new-york-4?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"empellon-al-pastor-new-york","mexican","Mexican","venues","Venues & Event Spaces","cocktailbars","Cocktail Bars","40.72668","-73.98336","(646) 833-7039","3748.89124068","KzJYO3-2k9XJhOHVpXayZQ","https://s3-media4.fl.yelpcdn.com/bphoto/npWTl7EyZlIdaL9TCSuAgw/o.jpg","False","132 St Marks Pl","","","New York","US","132 St Marks Pl","New York, NY 10009","","","NY","10009","Empellon Al Pastor","+16468337039","$$","3.5","215","pickup","delivery","","https://www.yelp.com/biz/empellon-al-pastor-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"tbar-steak-and-lounge-new-york","steak","Steakhouses","newamerican","American (New)","seafood","Seafood","40.770822","-73.960092","(212) 772-0404","1947.96498272","FhK_owSqLZLLqtFLzjK-fQ","https://s3-media2.fl.yelpcdn.com/bphoto/TMNVmZnpEmpxjMaadyxjLQ/o.jpg","False","1278 3rd Ave","","","New York","US","1278 3rd Ave","New York, NY 10021","","","NY","10021","TBar","+12127720404","$$$","4.0","158","","","","https://www.yelp.com/biz/tbar-steak-and-lounge-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sweet-science-brooklyn","bars","Bars","burgers","Burgers","newamerican","American (New)","40.706384182","-73.943111971","(347) 763-0872","6671.97666495","JXsHJfBAKZT0fG8XkA9Kzw","https://s3-media1.fl.yelpcdn.com/bphoto/ERn6OP74-fN2of95Q2MSDA/o.jpg","False","135 Graham Ave","None","","Brooklyn","US","135 Graham Ave","Brooklyn, NY 11206","","","NY","11206","Sweet Science","+13477630872","$$","3.5","491","","","","https://www.yelp.com/biz/sweet-science-brooklyn?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bills-bar-and-burger-new-york-2","burgers","Burgers","newamerican","American (New)","bars","Bars","40.7592895643","-73.977534771","(212) 705-8510","131.153466367","nMWqlWid2YfDeutioit_0w","https://s3-media4.fl.yelpcdn.com/bphoto/epgKqXJeWMTvDqkKhd4QRQ/o.jpg","False","16 W 51st St","","","New York","US","16 W 51st St","New York, NY 10019","","","NY","10019","Bill's Bar & Burger","+12127058510","$$","3.5","1047","delivery","pickup","","https://www.yelp.com/biz/bills-bar-and-burger-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"vspot-organic-new-york-9","latin","Latin American","empanadas","Empanadas","mexican","Mexican","40.72901","-73.98931","(212) 254-3693","3589.50266573","a-gG1ZBVBM1VJ-Y9JLUnhA","https://s3-media1.fl.yelpcdn.com/bphoto/n9r7lu1iKO04sy5hIiCKuQ/o.jpg","False","12 St Marks Pl","None","None","New York","US","12 St Marks Pl","New York, NY 10003","","","NY","10003","VSPOT Organic","+12122543693","$$","4.0","341","delivery","pickup","restaurant_reservation","https://www.yelp.com/biz/vspot-organic-new-york-9?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-junction-new-york","sportsbars","Sports Bars","burgers","Burgers","cocktailbars","Cocktail Bars","40.74928","-73.97731","(212) 682-7700","1218.28136853","C74MT6T_Ew0fCZjuWU96jQ","https://s3-media1.fl.yelpcdn.com/bphoto/qdQ8A1su4P0wJzaqwMZl-w/o.jpg","False","329 Lexington Ave","","","New York","US","329 Lexington Ave","New York, NY 10016","","","NY","10016","The Junction","+12126827700","$$","4.0","149","delivery","pickup","","https://www.yelp.com/biz/the-junction-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"rossopomodoro-new-york","italian","Italian","pizza","Pizza","wine_bars","Wine Bars","40.7384763562","-74.0020936","(212) 242-2310","3129.35789204","VWErTDzcg23iiohqyc1AQQ","https://s3-media2.fl.yelpcdn.com/bphoto/qEhOqLEr9O7-FjVSbKdxRw/o.jpg","False","118 Greenwich Ave","","","New York","US","118 Greenwich Ave","New York, NY 10011","","","NY","10011","Rossopomodoro","+12122422310","$$","4.0","188","","","","https://www.yelp.com/biz/rossopomodoro-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"wild-new-york","newamerican","American (New)","gluten_free","Gluten-Free","pizza","Pizza","40.73474","-74.00632","(212) 929-2920","3689.02967651","lkDtUR6P0Y2gYkylHc6SoQ","https://s3-media2.fl.yelpcdn.com/bphoto/LZA6_8V3ziZZiDR7rREaZg/o.jpg","False","535 Hudson St","","","New York","US","535 Hudson St","New York, NY 10014","","","NY","10014","Wild","+12129292920","$$","3.5","335","delivery","pickup","","https://www.yelp.com/biz/wild-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
